name,export_rva,target_rva,target_size,source,status,notes
??$_Construct@VPingRequest@@V1@@_STL@@YAXPAVPingRequest@@ABV1@@Z,,0x00660330,85,Code/GameEngine/Source/GameNetwork/GameSpy/Thread/PingThread.cpp,matched,clean C++ PingRequest copy helper; shared 85-byte body with PingResponse copy; _STLP_USE_STATIC_LIB direct call
??$_Construct@VPingResponse@@V1@@_STL@@YAXPAVPingResponse@@ABV1@@Z,,0x006603A0,85,Code/GameEngine/Source/GameNetwork/GameSpy/Thread/PingThread.cpp,matched,clean C++ PingResponse copy helper; shared 85-byte STLport copy body; _STLP_USE_STATIC_LIB direct call
??$_Construct@VPlayerTemplate@@V1@@_STL@@YAXPAVPlayerTemplate@@ABV1@@Z,,0x000E3B70,66,Code/GameEngine/Source/Common/RTS/PlayerTemplate.cpp,matched,
??$_Construct@VProductionPrerequisite@@V1@@_STL@@YAXPAVProductionPrerequisite@@ABV1@@Z,,0x0003AA26,5,Code/GameEngine/Source/Common/RTS/ProductionPrerequisiteConstruct.cpp,matched,5-byte incremental-link template thunk converted from MASM dump to focused C++ explicit instantiation
??$_Construct@VQueuedDownload@@V1@@_STL@@YAXPAVQueuedDownload@@ABV1@@Z,,0x001A6D80,19,Code/GameEngine/Source/GameNetwork/DownloadManager.cpp,matched,
??$_Construct@VUnicodeString@@V1@@_STL@@YAXPAVUnicodeString@@ABV1@@Z,,0x0009EF50,66,Code/GameEngine/Source/GameNetwork/GameSpy/PeerDefs.cpp,matched,
??$_Construct@VW3DAnimationInfo@@V1@@_STL@@YAXPAVW3DAnimationInfo@@ABV1@@Z,,0x00784DD0,19,Code/GameEngineDevice/Source/W3DDevice/GameClient/Drawable/Draw/W3DModelDraw.cpp,matched,object-symbol=?reconstructW3DAnimationInfo@@YAXPAXPBX@Z;clean C++ copy helper; REL32-pinned copy ctor
??$_Construct@VWeaponTemplateSet@@V1@@_STL@@YAXPAVWeaponTemplateSet@@ABV1@@Z,,0x002E2F30,24,Code/GameEngine/Source/Common/Thing/ThingTemplate.cpp,matched,
??$_Destroy@PAUHideShowSubObjInfo@ModelConditionInfo@@@_STL@@YAXPAUHideShowSubObjInfo@ModelConditionInfo@@0@Z,,0x003A8E50,34,Code/GameEngineDevice/Source/W3DDevice/GameClient/Drawable/Draw/W3DModelDrawDestroy.cpp,matched,thunk-dump converted to clean C++ ICF body; destination 0x003A8E50
??$_Destroy@PAUNugget@ModuleInfo@@@_STL@@YAXPAUNugget@ModuleInfo@@0@Z,,0x0013C1D0,33,Code/GameEngine/Source/Common/Thing/ThingTemplate.cpp,matched,STLport template-internal COMDAT emitted by this TU; thunk-dump repointed (callees pinned)
??$_Destroy@PAUParticleSysBoneInfo@@@_STL@@YAXPAUParticleSysBoneInfo@@0@Z,,0x000A8080,33,Code/GameEngineDevice/Source/W3DDevice/GameClient/Drawable/Draw/W3DModelDraw.cpp,matched,STLport template-internal COMDAT emitted by this TU; thunk-dump repointed (callees pinned)
??$_Destroy@PAUPrereqUnitRec@ProductionPrerequisite@@@_STL@@YAXPAUPrereqUnitRec@ProductionPrerequisite@@0@Z,,0x003AA6B0,33,Code/GameEngine/Source/Common/RTS/ProductionPrerequisite.cpp,matched,thunk-dump converted to clean C++; STL vector<PrereqUnitRec> internal emitted from clear()/push_back growth
??$_Destroy@PAVAsciiString@@@_STL@@YAXPAVAsciiString@@0@Z,,0x006FA4C0,25,Code/GameEngine/Source/GameClient/GameText.cpp,matched,
??$_Destroy@PAVPlayerTemplate@@@_STL@@YAXPAVPlayerTemplate@@0@Z,,0x000E3D50,36,Code/GameEngine/Source/Common/RTS/PlayerTemplate.cpp,matched,
??$_Destroy@PAVProductionPrerequisite@@@_STL@@YAXPAVProductionPrerequisite@@0@Z,,0x00011D47,5,Code/GameEngine/Source/Common/RTS/ProductionPrerequisiteDestroy.cpp,matched,5-byte incremental-link template thunk converted from MASM dump to focused C++ explicit instantiation
??$_Destroy@PAVUnicodeString@@@_STL@@YAXPAVUnicodeString@@0@Z,,0x00062EA0,33,Code/GameEngine/Source/GameNetwork/GameSpy/PeerDefs.cpp,matched,
??$_Destroy@PAVW3DAnimationInfo@@@_STL@@YAXPAVW3DAnimationInfo@@0@Z,,0x003AA680,33,Code/GameEngineDevice/Source/W3DDevice/GameClient/Drawable/Draw/W3DModelDraw.cpp,matched,STLport template-internal COMDAT emitted by this TU; thunk-dump repointed (callees pinned)
??$_Destroy@U?$_Deque_iterator@VGameResultsRequest@@U?$_Nonconst_traits@VGameResultsRequest@@@_STL@@@_STL@@@_STL@@YAXU?$_Deque_iterator@VGameResultsRequest@@U?$_Nonconst_traits@VGameResultsRequest@@@_STL@@@0@0@Z,,0x00641700,78,Code/GameEngine/Source/GameNetwork/GameSpy/Thread/GameResultsThread.cpp,matched,
??$_M_allocate_and_copy@PAUParkingPlaceInfo@ParkingPlaceBehavior@@@?$vector@UParkingPlaceInfo@ParkingPlaceBehavior@@V?$allocator@UParkingPlaceInfo@ParkingPlaceBehavior@@@_STL@@@_STL@@IAEPAUParkingPlaceInfo@ParkingPlaceBehavior@@IPAU23@0@Z,,0x003CDA00,94,Code/GameEngine/Source/GameLogic/Object/Behavior/ParkingPlaceInfoVectorAllocateAndCopyThunk.cpp,matched,Exact 94B C++ raw vector allocate-and-copy thunk Open-BFME5
??$_M_allocate_and_copy@PBQAVObject@@@?$vector@PAVObject@@V?$allocator@PAVObject@@@_STL@@@_STL@@IAEPAPAVObject@@IPBQAV2@0@Z,,0x0004547B,5,Code/Libraries/Source/WWVegas/WWLib/ObjectPointerVectorAllocateAndCopyThunk.cpp,matched,5-byte incremental-link STL vector allocate-and-copy thunk converted to focused C++ thunk TU
??$_M_allocate_and_copy@PBUCoord3D@@@?$vector@UCoord3D@@V?$allocator@UCoord3D@@@_STL@@@_STL@@IAEPAUCoord3D@@IPBU2@0@Z,,0x00068CF0,79,Code/Libraries/Source/WWVegas/WWLib/Coord3DVectorAllocateAndCopyThunk.cpp,matched,Exact 79B C++ raw vector allocate-and-copy thunk Open-BFME5
??$_M_allocate_and_copy@PBUHideShowSubObjInfo@ModelConditionInfo@@@?$vector@UHideShowSubObjInfo@ModelConditionInfo@@V?$allocator@UHideShowSubObjInfo@ModelConditionInfo@@@_STL@@@_STL@@IAEPAUHideShowSubObjInfo@ModelConditionInfo@@IPBU23@0@Z,,0x00030D69,5,Code/Libraries/Source/WWVegas/WWLib/ModelConditionInfoHideShowSubObjInfoAllocateAndCopyThunk.cpp,matched,5-byte incremental-link STL vector allocate-and-copy thunk converted to focused C++ thunk TU
??$_M_allocate_and_copy@PBUICoord2D@@@?$vector@UICoord2D@@V?$allocator@UICoord2D,,0x009F5370,94,Code/Libraries/Source/WWVegas/WWLib/vector_ICoord2D_M_allocate_and_copyThunk.cpp,matched,Open-BFME5 MASM lift vector ICoord2D member-template _M_allocate_and_copy;object-symbol=??$_M_allocate_and_copy@PBUICoord2D@@@?$vector@UICoord2D@@V?$allocator@UICoord2D@@@_STL@@@_STL@@IAEPAUICoord2D@@IPBU2@0@Z
??$_M_allocate_and_copy@PBUICoord2D@@@?$vector@UICoord2D@@V?$allocator@UICoord2D@@@_STL@@@_STL@@IAEPAUICoord2D@@IPBU2@0@Z,,0x009F5370,94,Code/Libraries/Source/WWVegas/WWLib/vector_ICoord2D_M_allocate_and_copyThunk.cpp,matched,Open-BFME5 MASM lift vector ICoord2D member-template _M_allocate_and_copy
??$_M_allocate_and_copy@PBUNugget@ModuleInfo@@@?$vector@UNugget@ModuleInfo@@V?$allocator@UNugget@ModuleInfo@@@_STL@@@_STL@@IAEPAUNugget@ModuleInfo@@IPBU23@0@Z,,0x000313AE,5,Code/Libraries/Source/WWVegas/WWLib/ModuleInfoNuggetAllocateAndCopyThunk.cpp,matched,5-byte incremental-link STL vector allocate-and-copy thunk converted to focused C++ thunk TU
??$_M_allocate_and_copy@PBUParticleSysBoneInfo@@@?$vector@UParticleSysBoneInfo@@V?$allocator@UParticleSysBoneInfo@@@_STL@@@_STL@@IAEPAUParticleSysBoneInfo@@IPBU2@0@Z,,0x000286AA,5,Code/Libraries/Source/WWVegas/WWLib/ParticleSysBoneInfoAllocateAndCopyThunk.cpp,matched,5-byte incremental-link STL vector allocate-and-copy thunk converted to focused C++ thunk TU
??$_M_allocate_and_copy@PBUPrereqUnitRec@ProductionPrerequisite@@@?$vector@UPrereqUnitRec@ProductionPrerequisite@@V?$allocator@UPrereqUnitRec@ProductionPrerequisite@@@_STL@@@_STL@@IAEPAUPrereqUnitRec@ProductionPrerequisite@@IPBU23@0@Z,,0x00014470,5,Code/Libraries/Source/WWVegas/WWLib/ProductionPrerequisitePrereqUnitRecAllocateAndCopyThunk.cpp,matched,5-byte incremental-link STL vector allocate-and-copy thunk converted to focused C++ thunk TU
??$_M_allocate_and_copy@PBVProductionPrerequisite@@@?$vector@VProductionPrerequisite@@V?$allocator@VProductionPrerequisite@@@_STL@@@_STL@@IAEPAVProductionPrerequisite@@IPBV2@0@Z,,0x00014961,5,Code/Libraries/Source/WWVegas/WWLib/ProductionPrerequisiteAllocateAndCopyThunk.cpp,matched,5-byte incremental-link STL vector allocate-and-copy thunk converted to focused C++ thunk TU
??$_M_allocate_and_copy@PBVW3DAnimationInfo@@@?$vector@VW3DAnimationInfo@@V?$allocator@VW3DAnimationInfo@@@_STL@@@_STL@@IAEPAVW3DAnimationInfo@@IPBV2@0@Z,,0x0003D3C5,5,Code/Libraries/Source/WWVegas/WWLib/W3DAnimationInfoAllocateAndCopyThunk.cpp,matched,5-byte incremental-link STL vector allocate-and-copy thunk converted to focused C++ thunk TU
??$_M_append_dispatch@PAD@?$basic_string@DV?$char_traits@D@_STL@@V?$allocator@D@2@@_STL@@AAEAAV01@PAD0ABU__false_type@1@@Z,,0x000A5110,13,Code/GameEngine/Source/GameNetwork/GameSpy/PeerDefs.cpp,matched,
??$_M_append_dispatch@PBD@?$basic_string@DV?$char_traits@D@_STL@@V?$allocator@D@2@@_STL@@AAEAAV01@PBD0ABU__false_type@1@@Z,,0x000A56A0,13,Code/GameEngine/Source/GameNetwork/GameSpy/PeerDefs.cpp,matched,
??$_M_append_dispatch@PBG@?$basic_string@GV?$char_traits@G@_STL@@V?$allocator@G@2@@_STL@@AAEAAV01@PBG0ABU__false_type@1@@Z,,0x004D5590,13,Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/PopupHostGame.cpp,matched,
??$_M_assign_dispatch@PAD@?$basic_string@DV?$char_traits@D@_STL@@V?$allocator@D@2@@_STL@@AAEAAV01@PAD0ABU__false_type@1@@Z,,0x000A5780,105,Code/GameEngine/Source/GameNetwork/GameSpy/PeerDefs.cpp,matched,MASM converted to clean C++
??$_M_find@G@?$_Rb_tree@GU?$pair@$$CBGE@_STL@@U?$_Select1st@U?$pair@$$CBGE@_STL@@@2@U?$less@G@2@V?$allocator@U?$pair@$$CBGE@_STL@@@2@@_STL@@ABEPAU?$_Rb_tree_node@U?$pair@$$CBGE@_STL@@@1@ABG@Z,,0x0037B060,60,Code/GameEngine/Source/GameNetwork/ConnectionManager.cpp,matched,STLport _Rb_tree G pair-const-G-E _M_find; 3 ICF clones 37B060/6651C0/93DCE0
